"name","hp","atk","def","spa","spd","spe","weight","height","type1","type2","ability1","ability2","ability3","ability4","Normal_def","Fighting_def","Flying_def","Poison_def","Ground_def","Rock_def","Bug_def","Ghost_def","Steel_def","Fire_def","Water_def","Grass_def","Electric_def","Psychic_def","Ice_def","Dragon_def","Dark_def","Fairy_def"
"Grumpig",80,45,65,90,110,80,71.5,0.9,"Psychic","None","Gluttony","Own Tempo","Thick Fat","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Gulpin",70,43,53,43,53,40,10.3,0.4,"Poison","None","Gluttony","Liquid Ooze","Sticky Hold","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Gumshoos",88,110,60,55,60,45,14.2,0.7,"Normal","None","Adaptability","Stakeout","Strong Jaw","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Gurdurr",85,105,85,40,50,40,40,1.2,"Fighting","None","Guts","Iron Fist","Sheer Force","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Guzzlord",223,101,53,97,53,43,888,5.5,"Dark","Dragon","Beast Boost","None","None","None",4,8,4,4,4,4,8,2,4,2,2,2,2,0,8,8,2,16
"Gyarados",95,125,79,60,100,81,235,6.5,"Water","Flying","Intimidate","Moxie","None","None",4,2,4,4,0,8,2,4,2,2,2,4,16,4,4,4,4,4
"Hakamo-o",55,75,90,65,70,65,47,1.2,"Dragon","Fighting","Bulletproof","Overcoat","Soundproof","None",4,4,8,4,4,2,2,4,4,2,2,2,2,8,8,8,2,16
"Happiny",100,5,5,15,65,30,24.4,0.6,"Normal","None","Friend Guard","Natural Cure","Serene Grace","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Hariyama",144,120,60,40,60,50,253.8,2.3,"Fighting","None","Guts","Sheer Force","Thick Fat","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Haunter",45,50,45,115,55,95,0.1,1.6,"Ghost","Poison","Levitate","None","None","None",0,0,4,1,8,4,1,8,4,4,4,2,4,8,4,4,8,2
"Hawlucha",78,92,77,74,63,118,21.5,0.8,"Fighting","Flying","Limber","Mold Breaker","Unburden","None",4,2,8,4,0,4,1,4,4,4,4,2,8,8,8,4,2,8
"Haxorus",76,147,90,60,70,97,105.5,1.8,"Dragon","None","Mold Breaker","Rivalry","Unnerve","None",4,4,4,4,4,4,4,4,4,2,2,2,2,4,8,8,4,8
"Heatmor",85,97,66,105,66,65,58,1.4,"Fire","None","Flash Fire","Gluttony","White Smoke","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Heatran",91,90,106,130,106,77,430,1.7,"Fire","Steel","Flash Fire","None","None","None",2,8,2,0,16,4,1,4,1,4,8,1,4,2,1,2,4,1
"Heliolisk",62,55,52,109,94,109,21,1,"Electric","Normal","Dry Skin","Sand Veil","Solar Power","None",4,8,2,4,8,4,4,0,2,4,4,4,2,4,4,4,4,4
"Helioptile",44,38,33,61,43,70,6,0.5,"Electric","Normal","Dry Skin","Sand Veil","Solar Power","None",4,8,2,4,8,4,4,0,2,4,4,4,2,4,4,4,4,4
"Heracross",80,125,75,40,95,85,54,1.5,"Bug","Fighting","Guts","Moxie","Swarm","None",4,2,16,4,2,4,2,4,4,8,4,2,4,8,4,4,2,8
"Herdier",65,80,65,35,65,60,14.7,0.9,"Normal","None","Intimidate","Sand Rush","Scrappy","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Hippopotas",68,72,78,38,42,32,49.5,0.8,"Ground","None","Sand Force","Sand Stream","None","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Hippowdon",108,112,118,68,72,47,300,2,"Ground","None","Sand Force","Sand Stream","None","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Hitmonchan",50,105,79,35,110,76,50.2,1.4,"Fighting","None","Inner Focus","Iron Fist","Keen Eye","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Hitmonlee",50,120,53,35,110,87,49.8,1.5,"Fighting","None","Limber","Reckless","Unburden","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Hitmontop",50,95,95,35,110,70,48,1.4,"Fighting","None","Intimidate","Steadfast","Technician","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Ho-Oh",106,130,90,110,154,90,199,3.8,"Fire","Flying","Pressure","Regenerator","None","None",4,2,4,4,0,16,1,4,2,2,8,1,8,4,4,4,4,2
"Honchkrow",100,125,52,105,52,71,27.3,0.9,"Dark","Flying","Insomnia","Moxie","Super Luck","None",4,4,4,4,0,8,4,2,4,4,4,2,8,0,8,4,2,8
"Honedge",45,80,100,35,37,28,2,0.8,"Steel","Ghost","No Guard","None","None","None",0,0,2,0,8,2,1,8,2,8,4,2,4,2,2,2,8,2
"Hoopa",80,110,60,150,130,70,9,0.5,"Psychic","Ghost","Magician","None","None","None",0,0,4,2,4,4,4,16,4,4,4,4,4,2,4,4,16,4
"Hoopa-Unbound",80,160,60,170,130,80,490,6.5,"Psychic","Dark","Magician","None","None","None",4,4,4,4,4,4,16,4,4,4,4,4,4,0,4,4,4,8
"Hoothoot",60,30,30,36,56,50,21.2,0.7,"Normal","Flying","Insomnia","Keen Eye","Tinted Lens","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Hoppip",35,35,40,35,55,50,0.5,0.4,"Grass","Flying","Chlorophyll","Infiltrator","Leaf Guard","None",4,2,8,8,0,8,4,4,4,8,2,1,4,4,16,4,4,4
"Horsea",30,40,70,70,25,60,8,0.4,"Water","None","Damp","Sniper","Swift Swim","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Houndoom",75,90,50,110,80,95,35,1.4,"Dark","Fire","Early Bird","Flash Fire","Unnerve","None",4,8,4,4,8,8,4,2,2,2,8,2,4,0,2,4,2,4
"Houndour",45,60,30,80,50,65,10.8,0.6,"Dark","Fire","Early Bird","Flash Fire","Unnerve","None",4,8,4,4,8,8,4,2,2,2,8,2,4,0,2,4,2,4
"Huntail",55,104,105,94,75,52,27,1.7,"Water","None","Swift Swim","Water Veil","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Hydreigon",92,105,90,125,90,98,160,1.8,"Dark","Dragon","Levitate","None","None","None",4,8,4,4,4,4,8,2,4,2,2,2,2,0,8,8,2,16
"Hypno",85,73,70,73,115,67,75.6,1.6,"Psychic","None","Forewarn","Inner Focus","Insomnia","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Igglybuff",90,30,15,40,20,15,1,0.3,"Normal","Fairy","Competitive","Cute Charm","Friend Guard","None",4,4,4,8,4,4,2,0,8,4,4,4,4,4,4,0,2,4
"Illumise",65,47,75,73,85,85,17.7,0.6,"Bug","None","Oblivious","Prankster","Tinted Lens","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Incineroar",95,115,90,80,90,60,83,1.8,"Fire","Dark","Blaze","Intimidate","None","None",4,8,4,4,8,8,4,2,2,2,8,2,4,0,2,4,2,4
"Infernape",76,104,71,104,71,108,55,1.2,"Fire","Fighting","Blaze","Iron Fist","None","None",4,4,8,4,8,4,1,4,2,2,8,2,4,8,2,4,2,4
"Inkay",53,54,53,37,46,45,3.5,0.4,"Dark","Psychic","Contrary","Infiltrator","Suction Cups","None",4,4,4,4,4,4,16,4,4,4,4,4,4,0,4,4,4,8
"Ivysaur",60,62,63,80,80,60,13,1,"Grass","Poison","Chlorophyll","Overgrow","None","None",4,2,8,4,4,4,4,4,4,8,2,1,2,8,8,4,4,2
"Jangmo-o",45,55,65,45,45,45,29.7,0.6,"Dragon","None","Bulletproof","Overcoat","Soundproof","None",4,4,4,4,4,4,4,4,4,2,2,2,2,4,8,8,4,8
"Jellicent",100,60,70,85,105,60,135,2.2,"Water","Ghost","Cursed Body","Damp","Water Absorb","None",0,0,4,2,4,4,2,8,2,2,2,8,8,4,2,4,8,4
"Jigglypuff",115,45,20,45,25,20,5.5,0.5,"Normal","Fairy","Competitive","Cute Charm","Friend Guard","None",4,4,4,8,4,4,2,0,8,4,4,4,4,4,4,0,2,4
"Jirachi",100,100,100,100,100,100,1.1,0.3,"Steel","Psychic","Serene Grace","None","None","None",2,4,2,0,8,2,4,8,2,8,4,2,4,1,2,2,8,2
"Jolteon",65,65,60,110,95,130,24.5,0.8,"Electric","None","Quick Feet","Volt Absorb","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Joltik",50,47,50,57,50,65,0.6,0.1,"Bug","Electric","Compound Eyes","Swarm","Unnerve","None",4,2,4,4,4,8,4,4,2,8,4,2,2,4,4,4,4,4
"Jumpluff",75,55,70,55,95,110,3,0.8,"Grass","Flying","Chlorophyll","Infiltrator","Leaf Guard","None",4,2,8,8,0,8,4,4,4,8,2,1,4,4,16,4,4,4
"Jynx",65,50,35,115,95,95,40.6,1.4,"Ice","Psychic","Dry Skin","Forewarn","Oblivious","None",4,4,4,4,4,8,8,8,8,8,4,4,4,2,2,4,8,4
"Kabuto",30,80,90,55,45,55,11.5,0.5,"Rock","Water","Battle Armor","Swift Swim","Weak Armor","None",2,8,2,2,8,4,4,4,4,1,4,16,8,4,2,4,4,4
"Kabutops",60,115,105,65,70,80,40.5,1.3,"Rock","Water","Battle Armor","Swift Swim","Weak Armor","None",2,8,2,2,8,4,4,4,4,1,4,16,8,4,2,4,4,4
"Kadabra",40,35,30,120,70,105,56.5,1.3,"Psychic","None","Inner Focus","Magic Guard","Synchronize","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Kakuna",45,25,50,25,25,35,10,0.6,"Bug","Poison","Shed Skin","None","None","None",4,1,8,2,4,8,2,4,4,8,4,1,4,8,4,4,4,2
"Kangaskhan",105,95,80,40,80,90,80,2.2,"Normal","None","Early Bird","Inner Focus","Scrappy","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Karrablast",50,75,45,40,45,60,5.9,0.5,"Bug","None","No Guard","Shed Skin","Swarm","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Kartana",59,181,131,59,31,109,0.1,0.3,"Grass","Steel","Beast Boost","None","None","None",2,8,4,0,4,2,4,4,2,16,2,1,2,2,4,2,4,2
"Kecleon",60,90,70,60,120,40,22,1,"Normal","None","Color Change","Protean","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Keldeo",91,72,90,129,90,108,48.5,1.4,"Water","Fighting","Justified","None","None","None",4,4,8,4,4,2,2,4,2,2,2,8,8,8,2,4,2,8
"Kingdra",75,95,95,95,95,85,152,1.8,"Water","Dragon","Damp","Sniper","Swift Swim","None",4,4,4,4,4,4,4,4,2,1,1,4,4,4,4,8,4,8
"Kingler",55,130,115,50,50,75,60,1.3,"Water","None","Hyper Cutter","Sheer Force","Shell Armor","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Kirlia",38,35,35,65,55,50,20.2,0.8,"Psychic","Fairy","Synchronize","Telepathy","Trace","None",4,1,4,8,4,4,4,8,8,4,4,4,4,2,4,0,4,4
"Klang",60,80,95,70,85,50,51,0.6,"Steel","None","Clear Body","Minus","Plus","None",2,8,2,0,8,2,2,4,2,8,4,2,4,2,2,2,4,2
"Klefki",57,80,91,80,87,75,3,0.2,"Steel","Fairy","Magician","Prankster","None","None",2,4,2,0,8,2,1,4,4,8,4,2,4,2,2,0,2,2
"Klink",40,55,70,45,60,30,21,0.3,"Steel","None","Clear Body","Minus","Plus","None",2,8,2,0,8,2,2,4,2,8,4,2,4,2,2,2,4,2
"Klinklang",60,100,115,70,85,90,81,0.6,"Steel","None","Clear Body","Minus","Plus","None",2,8,2,0,8,2,2,4,2,8,4,2,4,2,2,2,4,2
"Koffing",40,65,95,60,45,35,1,0.6,"Poison","None","Levitate","None","None","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Komala",65,115,65,75,95,65,19.9,0.4,"Normal","None","Comatose","None","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Kommo-o",75,110,125,100,105,85,78.2,1.6,"Dragon","Fighting","Bulletproof","Overcoat","Soundproof","None",4,4,8,4,4,2,2,4,4,2,2,2,2,8,8,8,2,16
"Krabby",30,105,90,25,25,50,6.5,0.4,"Water","None","Hyper Cutter","Sheer Force","Shell Armor","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Kricketot",37,25,41,25,41,25,2.2,0.3,"Bug","None","Run Away","Shed Skin","None","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Kricketune",77,85,51,55,51,65,25.5,1,"Bug","None","Swarm","Technician","None","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Krokorok",60,82,45,45,45,74,33.4,1,"Ground","Dark","Anger Point","Intimidate","Moxie","None",4,8,4,2,4,2,8,2,4,4,8,8,0,0,8,4,2,8
"Krookodile",95,117,80,65,70,92,96.3,1.5,"Ground","Dark","Anger Point","Intimidate","Moxie","None",4,8,4,2,4,2,8,2,4,4,8,8,0,0,8,4,2,8
"Kyogre",100,100,90,150,140,90,352,4.5,"Water","None","Drizzle","None","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Kyurem",125,130,90,130,90,95,325,3,"Dragon","Ice","Pressure","None","None","None",4,8,4,4,4,8,4,4,8,4,2,2,2,4,4,8,4,8
"Kyurem-Black",125,170,100,120,90,95,325,3.3,"Dragon","Ice","Teravolt","None","None","None",4,8,4,4,4,8,4,4,8,4,2,2,2,4,4,8,4,8
"Kyurem-White",125,120,90,170,100,95,325,3.6,"Dragon","Ice","Turboblaze","None","None","None",4,8,4,4,4,8,4,4,8,4,2,2,2,4,4,8,4,8
"Lairon",60,90,140,50,50,40,120,0.9,"Steel","Rock","Heavy Metal","Rock Head","Sturdy","None",1,16,1,0,16,2,2,4,4,4,8,4,4,2,2,2,4,2
"Lampent",60,40,60,95,60,55,13,0.6,"Ghost","Fire","Flame Body","Flash Fire","Infiltrator","None",0,0,4,2,8,8,1,8,2,2,8,2,4,4,2,4,8,2
"Landorus",89,125,90,115,80,101,68,1.5,"Ground","Flying","Sand Force","Sheer Force","None","None",4,2,4,2,0,4,2,4,4,4,8,4,0,4,16,4,4,4
"Landorus-Therian",89,145,90,105,80,91,68,1.3,"Ground","Flying","Intimidate","None","None","None",4,2,4,2,0,4,2,4,4,4,8,4,0,4,16,4,4,4
"Lanturn",125,58,58,76,76,67,22.5,1.2,"Water","Electric","Illuminate","Volt Absorb","Water Absorb","None",4,4,2,4,8,4,4,4,1,2,2,8,4,4,2,4,4,4
"Lapras",130,85,80,85,95,60,220,2.5,"Water","Ice","Hydration","Shell Armor","Water Absorb","None",4,8,4,4,4,8,4,4,4,4,2,8,8,4,1,4,4,4
"Larvesta",55,85,55,50,55,60,28.8,1.1,"Bug","Fire","Flame Body","Swarm","None","None",4,2,8,4,4,16,2,4,2,4,8,1,4,4,2,4,4,2
"Larvitar",50,64,50,45,50,41,72,0.6,"Rock","Ground","Guts","Sand Veil","None","None",2,8,2,1,8,2,4,4,8,2,16,16,0,4,8,4,4,4
"Latias",80,80,90,110,130,110,40,1.4,"Dragon","Psychic","Levitate","None","None","None",4,2,4,4,4,4,8,8,4,2,2,2,2,2,8,8,8,8
"Latios",80,90,80,130,110,110,60,2,"Dragon","Psychic","Levitate","None","None","None",4,2,4,4,4,4,8,8,4,2,2,2,2,2,8,8,8,8
"Leafeon",65,110,130,60,65,95,25.5,1,"Grass","None","Chlorophyll","Leaf Guard","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Leavanny",75,103,80,70,80,92,20.5,1.2,"Bug","Grass","Chlorophyll","Overcoat","Swarm","None",4,2,16,8,1,8,8,4,4,16,2,1,2,4,8,4,4,4
"Ledian",55,35,50,55,110,85,35.6,1.4,"Bug","Flying","Early Bird","Iron Fist","Swarm","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Ledyba",40,20,30,40,80,55,10.8,1,"Bug","Flying","Early Bird","Rattled","Swarm","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Lickilicky",110,85,95,80,95,50,140,1.7,"Normal","None","Cloud Nine","Oblivious","Own Tempo","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Lickitung",90,55,75,60,75,30,65.5,1.2,"Normal","None","Cloud Nine","Oblivious","Own Tempo","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Liepard",64,88,50,88,50,106,37.5,1.1,"Dark","None","Limber","Prankster","Unburden","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Lileep",66,41,77,61,87,23,23.8,1,"Rock","Grass","Storm Drain","Suction Cups","None","None",2,8,4,4,4,4,8,4,8,4,4,4,2,4,8,4,4,4
"Lilligant",70,60,75,110,75,90,16.3,1.1,"Grass","None","Chlorophyll","Leaf Guard","Own Tempo","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Lillipup",45,60,45,25,45,55,4.1,0.4,"Normal","None","Pickup","Run Away","Vital Spirit","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Linoone",78,70,61,50,61,100,32.5,0.5,"Normal","None","Gluttony","Pickup","Quick Feet","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Litleo",62,50,58,73,54,72,13.5,0.6,"Fire","Normal","Moxie","Rivalry","Unnerve","None",4,8,4,4,8,8,2,0,2,2,8,2,4,4,2,4,4,2
"Litten",45,65,40,60,40,70,4.3,0.4,"Fire","None","Blaze","Intimidate","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Litwick",50,30,55,65,55,20,3.1,0.3,"Ghost","Fire","Flame Body","Flash Fire","Infiltrator","None",0,0,4,2,8,8,1,8,2,2,8,2,4,4,2,4,8,2
"Lombre",60,50,50,60,70,50,32.5,1.2,"Water","Grass","Own Tempo","Rain Dish","Swift Swim","None",4,4,8,8,2,4,8,4,2,4,1,4,4,4,4,4,4,4
"Lopunny",65,76,84,54,96,105,33.3,1.2,"Normal","None","Cute Charm","Klutz","Limber","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Lotad",40,30,30,40,50,30,2.6,0.5,"Water","Grass","Own Tempo","Rain Dish","Swift Swim","None",4,4,8,8,2,4,8,4,2,4,1,4,4,4,4,4,4,4
"Loudred",84,71,43,71,43,48,40.5,1,"Normal","None","Scrappy","Soundproof","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Lucario",70,110,70,115,70,90,54,1.2,"Fighting","Steel","Inner Focus","Justified","Steadfast","None",2,8,4,0,8,1,1,4,2,8,4,2,4,4,2,2,2,4
"Ludicolo",80,70,70,90,100,70,55,1.5,"Water","Grass","Own Tempo","Rain Dish","Swift Swim","None",4,4,8,8,2,4,8,4,2,4,1,4,4,4,4,4,4,4
"Lugia",106,90,130,90,154,110,216,5.2,"Psychic","Flying","Multiscale","Pressure","None","None",4,1,4,4,0,8,4,8,4,4,4,2,8,2,8,4,8,4
"Lumineon",69,69,76,69,86,91,24,1.2,"Water","None","Storm Drain","Swift Swim","Water Veil","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Lunala",137,113,89,137,107,97,120,4,"Psychic","Ghost","Shadow Shield","None","None","None",0,0,4,2,4,4,4,16,4,4,4,4,4,2,4,4,16,4
"Lunatone",90,55,65,95,85,70,168,1,"Rock","Psychic","Levitate","None","None","None",2,4,2,2,8,4,8,8,8,2,8,8,4,2,4,4,8,4
"Lurantis",70,105,90,80,90,45,18.5,0.9,"Grass","None","Contrary","Leaf Guard","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Luvdisc",43,30,55,40,65,97,8.7,0.6,"Water","None","Hydration","Swift Swim","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Luxio",60,85,49,60,49,60,30.5,0.9,"Electric","None","Guts","Intimidate","Rivalry","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Luxray",80,120,79,95,79,70,42,1.4,"Electric","None","Guts","Intimidate","Rivalry","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Lycanroc",75,115,65,55,65,112,25,0.8,"Rock","None","Keen Eye","Sand Rush","Steadfast","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Lycanroc-Dusk",75,117,65,55,65,110,25,0.8,"Rock","None","Tough Claws","None","None","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Lycanroc-Midnight",85,115,75,55,75,82,25,1.1,"Rock","None","Keen Eye","No Guard","Vital Spirit","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Machamp",90,130,80,65,85,55,130,1.6,"Fighting","None","Guts","No Guard","Steadfast","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Machoke",80,100,70,50,60,45,70.5,1.5,"Fighting","None","Guts","No Guard","Steadfast","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Machop",70,80,50,35,35,35,19.5,0.8,"Fighting","None","Guts","No Guard","Steadfast","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Magby",45,75,37,70,55,83,21.4,0.7,"Fire","None","Flame Body","Vital Spirit","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Magcargo",60,50,120,90,80,30,55,0.8,"Fire","Rock","Flame Body","Magma Armor","Weak Armor","None",2,8,2,2,16,8,2,4,4,1,16,4,4,4,2,4,4,2
"Magearna",80,95,115,130,115,65,80.5,1,"Steel","Fairy","Soul-Heart","None","None","None",2,4,2,0,8,2,1,4,4,8,4,2,4,2,2,0,2,2
"Magikarp",20,10,55,15,20,80,10,0.9,"Water","None","Rattled","Swift Swim","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Magmar",65,95,57,100,85,93,44.5,1.3,"Fire","None","Flame Body","Vital Spirit","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Magmortar",75,95,67,125,95,83,68,1.6,"Fire","None","Flame Body","Vital Spirit","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Magnemite",25,35,70,95,55,45,6,0.3,"Electric","Steel","Analytic","Magnet Pull","Sturdy","None",2,8,1,0,16,2,2,4,1,8,4,2,2,2,2,2,4,2
"Magneton",50,60,95,120,70,70,60,1,"Electric","Steel","Analytic","Magnet Pull","Sturdy","None",2,8,1,0,16,2,2,4,1,8,4,2,2,2,2,2,4,2
"Magnezone",70,70,115,130,90,60,180,1.2,"Electric","Steel","Analytic","Magnet Pull","Sturdy","None",2,8,1,0,16,2,2,4,1,8,4,2,2,2,2,2,4,2
"Makuhita",72,60,30,20,30,25,86.4,1,"Fighting","None","Guts","Sheer Force","Thick Fat","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Malamar",86,92,88,68,75,73,47,1.5,"Dark","Psychic","Contrary","Infiltrator","Suction Cups","None",4,4,4,4,4,4,16,4,4,4,4,4,4,0,4,4,4,8
"Mamoswine",110,130,80,70,60,80,291,2.5,"Ice","Ground","Oblivious","Snow Cloak","Thick Fat","None",4,8,4,2,4,4,4,4,8,8,8,8,0,4,4,4,4,4
"Manaphy",100,100,100,100,100,100,1.4,0.3,"Water","None","Hydration","None","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Mandibuzz",110,65,105,55,95,80,39.5,1.2,"Dark","Flying","Big Pecks","Overcoat","Weak Armor","None",4,4,4,4,0,8,4,2,4,4,4,2,8,0,8,4,2,8
"Manectric",70,75,60,105,60,105,40.2,1.5,"Electric","None","Lightning Rod","Minus","Static","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Mankey",40,80,35,35,45,70,28,0.5,"Fighting","None","Anger Point","Defiant","Vital Spirit","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Mantine",85,40,70,80,140,70,220,2.1,"Water","Flying","Swift Swim","Water Absorb","Water Veil","None",4,2,4,4,0,8,2,4,2,2,2,4,16,4,4,4,4,4
"Mantyke",45,20,50,60,120,50,65,1,"Water","Flying","Swift Swim","Water Absorb","Water Veil","None",4,2,4,4,0,8,2,4,2,2,2,4,16,4,4,4,4,4
"Maractus",75,86,67,106,67,60,28,1,"Grass","None","Chlorophyll","Storm Drain","Water Absorb","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Mareanie",50,53,62,43,52,45,8,0.4,"Poison","Water","Limber","Merciless","Regenerator","None",4,2,4,2,8,4,2,4,2,2,2,4,8,8,2,4,4,2
"Mareep",55,40,40,65,45,35,7.8,0.6,"Electric","None","Plus","Static","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Marill",70,20,50,20,50,40,8.5,0.4,"Water","Fairy","Huge Power","Sap Sipper","Thick Fat","None",4,2,4,8,4,4,2,4,4,2,2,8,8,4,2,0,2,4
"Marowak",60,80,110,50,80,45,45,1,"Ground","None","Battle Armor","Lightning Rod","Rock Head","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Marowak-Alola",60,80,110,50,80,45,34,1,"Fire","Ghost","Cursed Body","Lightning Rod","Rock Head","None",0,0,4,2,8,8,1,8,2,2,8,2,4,4,2,4,8,2
"Marshadow",90,125,80,90,90,125,22.2,0.7,"Fighting","Ghost","Technician","None","None","None",0,0,8,2,4,2,1,8,4,4,4,4,4,8,4,4,4,8
"Marshtomp",70,85,70,60,70,50,28,0.7,"Water","Ground","Damp","Torrent","None","None",4,4,4,2,4,2,4,4,2,2,4,16,0,4,4,4,4,4
"Masquerain",70,60,62,100,82,80,3.6,0.8,"Bug","Flying","Intimidate","Unnerve","None","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Mawile",50,85,85,55,55,50,11.5,0.6,"Steel","Fairy","Hyper Cutter","Intimidate","Sheer Force","None",2,4,2,0,8,2,1,4,4,8,4,2,4,2,2,0,2,2
"Medicham",60,60,75,60,75,80,31.5,1.3,"Fighting","Psychic","Pure Power","Telepathy","None","None",4,2,8,4,4,2,4,8,4,4,4,4,4,4,4,4,4,8
"Meditite",30,40,55,40,55,60,11.2,0.6,"Fighting","Psychic","Pure Power","Telepathy","None","None",4,2,8,4,4,2,4,8,4,4,4,4,4,4,4,4,4,8
"Meganium",80,82,100,83,100,80,100.5,1.8,"Grass","None","Leaf Guard","Overgrow","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Meloetta",100,77,77,128,128,90,6.5,0.6,"Normal","Psychic","Serene Grace","None","None","None",4,4,4,4,4,4,8,0,4,4,4,4,4,2,4,4,8,4
"Meowstic-F",74,48,76,83,81,104,8.5,0.6,"Psychic","None","Competitive","Infiltrator","Keen Eye","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Meowstic-M",74,48,76,83,81,104,8.5,0.6,"Psychic","None","Infiltrator","Keen Eye","Prankster","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
